Term	Overlap	P.value	Adjusted.P.value	Old.P.value	Old.Adjusted.P.value	Odds.Ratio	Combined.Score	Genes
regulation of centrosome duplication (GO:0010824)	1/20	0.176366309481075	1	0	0	5.18134715025907	8.99063286521524	NPM1
modulation by host of viral transcription (GO:0043921)	1/20	0.176366309481075	1	0	0	5.18134715025907	8.99063286521524	TFAP4
modulation by host of symbiont transcription (GO:0052472)	1/20	0.176366309481075	1	0	0	5.18134715025907	8.99063286521524	TFAP4
negative regulation of striated muscle cell differentiation (GO:0051154)	1/20	0.176366309481075	1	0	0	5.18134715025907	8.99063286521524	YBX1
spliceosomal complex assembly (GO:0000245)	1/20	0.176366309481075	1	0	0	5.18134715025907	8.99063286521524	SNRPD1
cellular biogenic amine biosynthetic process (GO:0042401)	1/20	0.176366309481075	1	0	0	5.18134715025907	8.99063286521524	ODC1
regulation of receptor biosynthetic process (GO:0010869)	1/20	0.176366309481075	1	0	0	5.18134715025907	8.99063286521524	HNRNPK
ventricular septum morphogenesis (GO:0060412)	1/20	0.176366309481075	1	0	0	5.18134715025907	8.99063286521524	CITED2
cellular polysaccharide catabolic process (GO:0044247)	1/20	0.176366309481075	1	0	0	5.18134715025907	8.99063286521524	AGL
regulation of histone H3-K4 methylation (GO:0051569)	1/20	0.176366309481075	1	0	0	5.18134715025907	8.99063286521524	OGT
mitotic sister chromatid segregation (GO:0000070)	1/20	0.176366309481075	1	0	0	5.18134715025907	8.99063286521524	INO80
epithelial tube branching involved in lung morphogenesis (GO:0060441)	1/20	0.176366309481075	1	0	0	5.18134715025907	8.99063286521524	RDH10
acidic amino acid transport (GO:0015800)	1/20	0.176366309481075	1	0	0	5.18134715025907	8.99063286521524	SLC25A12
regulation of protein modification by small protein conjugation or removal (GO:1903320)	4/228	0.179000915797478	1	0	0	1.81801654395055	3.12765086258966	ANAPC7;COMMD1;OGT;ANAPC10
positive regulation of proteolysis (GO:0045862)	4/228	0.179000915797478	1	0	0	1.81801654395055	3.12765086258966	TFAP4;KEAP1;ANP32B;OGT
G1/S transition of mitotic cell cycle (GO:0000082)	3/152	0.181702935554507	1	0	0	2.04526861194437	3.48796457797783	PPAT;RPS6;MCM3
cell cycle G1/S phase transition (GO:0044843)	3/152	0.181702935554507	1	0	0	2.04526861194437	3.48796457797783	PPAT;RPS6;MCM3
protein homooligomerization (GO:0051260)	4/230	0.182830248197077	1	0	0	1.80220770443794	3.06230621691979	PPAT;ATL2;RBMX;KCTD15
nucleic acid phosphodiester bond hydrolysis (GO:0090305)	4/230	0.182830248197077	1	0	0	1.80220770443794	3.06230621691979	MGME1;AEN;RPSA;TSEN2
lymphocyte proliferation (GO:0046651)	2/81	0.184076795396472	1	0	0	2.55868995074522	4.33033260963618	RPS6;CTPS1
positive regulation of viral process (GO:0048524)	2/81	0.184076795396472	1	0	0	2.55868995074522	4.33033260963618	TFAP4;PPIA
polyamine metabolic process (GO:0006595)	1/21	0.184322319183254	1	0	0	4.93461633358006	8.34477828363851	ODC1
oogenesis (GO:0048477)	1/21	0.184322319183254	1	0	0	4.93461633358006	8.34477828363851	KMT2D
modulation of transcription in other organism involved in symbiotic interaction (GO:0052312)	1/21	0.184322319183254	1	0	0	4.93461633358006	8.34477828363851	TFAP4
activin receptor signaling pathway (GO:0032924)	1/21	0.184322319183254	1	0	0	4.93461633358006	8.34477828363851	CITED2
amine biosynthetic process (GO:0009309)	1/21	0.184322319183254	1	0	0	4.93461633358006	8.34477828363851	ODC1
retinoic acid metabolic process (GO:0042573)	1/21	0.184322319183254	1	0	0	4.93461633358006	8.34477828363851	RDH10
regulation of intracellular estrogen receptor signaling pathway (GO:0033146)	1/21	0.184322319183254	1	0	0	4.93461633358006	8.34477828363851	KMT2D
nucleotide-excision repair, DNA damage removal (GO:0000718)	1/21	0.184322319183254	1	0	0	4.93461633358006	8.34477828363851	RAD23B
chromatin silencing (GO:0006342)	1/21	0.184322319183254	1	0	0	4.93461633358006	8.34477828363851	KMT2D
membrane protein ectodomain proteolysis (GO:0006509)	1/21	0.184322319183254	1	0	0	4.93461633358006	8.34477828363851	RBMX
positive regulation of dendrite morphogenesis (GO:0050775)	1/21	0.184322319183254	1	0	0	4.93461633358006	8.34477828363851	FBXW8
regulation of insulin-like growth factor receptor signaling pathway (GO:0043567)	1/21	0.184322319183254	1	0	0	4.93461633358006	8.34477828363851	PHIP
semaphorin-plexin signaling pathway (GO:0071526)	1/21	0.184322319183254	1	0	0	4.93461633358006	8.34477828363851	ARHGDIA
DNA excision (GO:0044349)	1/21	0.184322319183254	1	0	0	4.93461633358006	8.34477828363851	RAD23B
embryonic eye morphogenesis (GO:0048048)	1/21	0.184322319183254	1	0	0	4.93461633358006	8.34477828363851	CITED2
positive regulation of protein complex disassembly (GO:0043243)	1/21	0.184322319183254	1	0	0	4.93461633358006	8.34477828363851	EIF5A
anaphase-promoting complex-dependent proteasomal ubiquitin-dependent protein catabolic process (GO:0031145)	2/82	0.187553854821671	1	0	0	2.52748641476052	4.23022683962468	ANAPC7;ANAPC10
negative regulation of neuron death (GO:1901215)	3/155	0.188964707183513	1	0	0	2.00568276784222	3.3418586311315	HSP90AB1;ADNP;ATF4
regulation of cell division (GO:0051302)	4/234	0.190569452738224	1	0	0	1.77140073513131	2.93651932076698	ANAPC7;PHIP;YBX1;ANAPC10
regulation of lipid transport (GO:0032368)	2/83	0.191040086708414	1	0	0	2.49703477120919	4.13327172707985	HNRNPK;PTPN11
myeloid leukocyte differentiation (GO:0002573)	2/83	0.191040086708414	1	0	0	2.49703477120919	4.13327172707985	TFRC;CITED2
mononuclear cell proliferation (GO:0032943)	2/83	0.191040086708414	1	0	0	2.49703477120919	4.13327172707985	RPS6;CTPS1
protein O-linked glycosylation (GO:0006493)	2/83	0.191040086708414	1	0	0	2.49703477120919	4.13327172707985	POGLUT1;OGT
entry into other organism involved in symbiotic interaction (GO:0051828)	1/22	0.192201871055144	1	0	0	4.71031559114461	7.76829508975512	PPIA
nucleotide-excision repair, DNA gap filling (GO:0006297)	1/22	0.192201871055144	1	0	0	4.71031559114461	7.76829508975512	POLD2
entry into cell of other organism involved in symbiotic interaction (GO:0051806)	1/22	0.192201871055144	1	0	0	4.71031559114461	7.76829508975512	PPIA
polysaccharide catabolic process (GO:0000272)	1/22	0.192201871055144	1	0	0	4.71031559114461	7.76829508975512	AGL
negative regulation of cyclin-dependent protein serine/threonine kinase activity (GO:0045736)	1/22	0.192201871055144	1	0	0	4.71031559114461	7.76829508975512	TFAP4
entry into host cell (GO:0030260)	1/22	0.192201871055144	1	0	0	4.71031559114461	7.76829508975512	PPIA
telomere maintenance via semi-conservative replication (GO:0032201)	1/22	0.192201871055144	1	0	0	4.71031559114461	7.76829508975512	POLD2
leukocyte apoptotic process (GO:0071887)	1/22	0.192201871055144	1	0	0	4.71031559114461	7.76829508975512	RPS6
movement in host environment (GO:0052126)	1/22	0.192201871055144	1	0	0	4.71031559114461	7.76829508975512	PPIA
sex determination (GO:0007530)	1/22	0.192201871055144	1	0	0	4.71031559114461	7.76829508975512	CITED2
regulation of keratinocyte proliferation (GO:0010837)	1/22	0.192201871055144	1	0	0	4.71031559114461	7.76829508975512	SRSF6
entry into host (GO:0044409)	1/22	0.192201871055144	1	0	0	4.71031559114461	7.76829508975512	PPIA
movement in environment of other organism involved in symbiotic interaction (GO:0052192)	1/22	0.192201871055144	1	0	0	4.71031559114461	7.76829508975512	PPIA
integrin-mediated signaling pathway (GO:0007229)	2/84	0.194534993679062	1	0	0	2.46730816679003	4.03933682708826	NME2;PTPN11
DNA repair (GO:0006281)	6/403	0.19519462208034	1	0	0	1.54283289834017	2.52061583131787	MGME1;NPM1;POLD2;NABP1;INO80;RAD23B
hormone metabolic process (GO:0042445)	3/158	0.196300210883688	1	0	0	1.96760018364268	3.20346973845499	RDH10;PTPN11;ECE2
positive regulation of protein modification by small protein conjugation or removal (GO:1903322)	3/158	0.196300210883688	1	0	0	1.96760018364268	3.20346973845499	ANAPC7;COMMD1;ANAPC10
negative regulation of organelle organization (GO:0010639)	4/237	0.196441564811028	1	0	0	1.74897794101572	2.84626968714388	NPM1;KDM3A;ANAPC7;ANAPC10
DNA catabolic process, exonucleolytic (GO:0000738)	1/23	0.200005696027891	1	0	0	4.50551926109484	7.25122519801845	MGME1
embryonic placenta development (GO:0001892)	1/23	0.200005696027891	1	0	0	4.50551926109484	7.25122519801845	CITED2
isoprenoid biosynthetic process (GO:0008299)	1/23	0.200005696027891	1	0	0	4.50551926109484	7.25122519801845	RDH10
retinol metabolic process (GO:0042572)	1/23	0.200005696027891	1	0	0	4.50551926109484	7.25122519801845	RDH10
positive regulation of transforming growth factor beta receptor signaling pathway (GO:0030511)	1/23	0.200005696027891	1	0	0	4.50551926109484	7.25122519801845	CITED2
sister chromatid segregation (GO:0000819)	1/23	0.200005696027891	1	0	0	4.50551926109484	7.25122519801845	INO80
long-chain fatty-acyl-CoA metabolic process (GO:0035336)	1/23	0.200005696027891	1	0	0	4.50551926109484	7.25122519801845	FASN
CENP-A containing nucleosome assembly (GO:0034080)	1/23	0.200005696027891	1	0	0	4.50551926109484	7.25122519801845	NPM1
positive regulation of protein processing (GO:0010954)	4/240	0.202369073575758	1	0	0	1.72711571675302	2.75934741240494	TFAP4;KEAP1;ANP32B;OGT
positive regulation of protein maturation (GO:1903319)	4/240	0.202369073575758	1	0	0	1.72711571675302	2.75934741240494	TFAP4;KEAP1;ANP32B;OGT
triglyceride metabolic process (GO:0006641)	2/87	0.205066920751182	1	0	0	2.38222857483176	3.77444800292027	FASN;PTPN11
positive regulation of ubiquitin-protein transferase activity (GO:0051443)	2/87	0.205066920751182	1	0	0	2.38222857483176	3.77444800292027	ANAPC7;ANAPC10
behavioral defense response (GO:0002209)	1/24	0.207734518146468	1	0	0	4.31778929188256	6.78538156122955	VDAC1
thioester biosynthetic process (GO:0035384)	1/24	0.207734518146468	1	0	0	4.31778929188256	6.78538156122955	FASN
mucosal immune response (GO:0002385)	1/24	0.207734518146468	1	0	0	4.31778929188256	6.78538156122955	RPL39
glutamine family amino acid catabolic process (GO:0009065)	1/24	0.207734518146468	1	0	0	4.31778929188256	6.78538156122955	PPAT
DNA replication initiation (GO:0006270)	1/24	0.207734518146468	1	0	0	4.31778929188256	6.78538156122955	MCM3
gamma-aminobutyric acid signaling pathway (GO:0007214)	1/24	0.207734518146468	1	0	0	4.31778929188256	6.78538156122955	ATF4
regulation of double-strand break repair (GO:2000779)	1/24	0.207734518146468	1	0	0	4.31778929188256	6.78538156122955	DEK
acyl-CoA biosynthetic process (GO:0071616)	1/24	0.207734518146468	1	0	0	4.31778929188256	6.78538156122955	FASN
regulation of centrosome cycle (GO:0046605)	1/24	0.207734518146468	1	0	0	4.31778929188256	6.78538156122955	NPM1
behavioral fear response (GO:0001662)	1/24	0.207734518146468	1	0	0	4.31778929188256	6.78538156122955	VDAC1
negative regulation of viral transcription (GO:0032897)	1/24	0.207734518146468	1	0	0	4.31778929188256	6.78538156122955	TFAP4
histone lysine demethylation (GO:0070076)	1/24	0.207734518146468	1	0	0	4.31778929188256	6.78538156122955	KDM3A
cellular response to interferon-gamma (GO:0071346)	2/88	0.208591725871324	1	0	0	2.3551577955723	3.69141875235169	SYNCRIP;PTPN11
response to nutrient (GO:0007584)	3/163	0.208676891890957	1	0	0	1.90724434978861	2.98859123636178	SLC16A1;AGL;OGT
organic anion transport (GO:0015711)	5/328	0.211253928429314	1	0	0	1.57967900922533	2.45591813598297	SLC38A1;SLC16A1;SLC16A6;SLC25A12;SLC7A1
RNA phosphodiester bond hydrolysis (GO:0090501)	2/89	0.212122846741679	1	0	0	2.32869534843104	3.61085103655573	RPSA;TSEN2
leukocyte proliferation (GO:0070661)	2/89	0.212122846741679	1	0	0	2.32869534843104	3.61085103655573	RPS6;CTPS1
protein tetramerization (GO:0051262)	2/89	0.212122846741679	1	0	0	2.32869534843104	3.61085103655573	RPS19;PPAT
intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress (GO:0070059)	1/25	0.215389054511379	1	0	0	4.14507772020725	6.36397649849269	ATF4
chromatin remodeling at centromere (GO:0031055)	1/25	0.215389054511379	1	0	0	4.14507772020725	6.36397649849269	NPM1
pancreas development (GO:0031016)	1/25	0.215389054511379	1	0	0	4.14507772020725	6.36397649849269	MSLN
histone demethylation (GO:0016577)	1/25	0.215389054511379	1	0	0	4.14507772020725	6.36397649849269	KDM3A
response to salt stress (GO:0009651)	1/25	0.215389054511379	1	0	0	4.14507772020725	6.36397649849269	HSP90AB1
positive regulation of histone methylation (GO:0031062)	1/25	0.215389054511379	1	0	0	4.14507772020725	6.36397649849269	OGT
osteoclast differentiation (GO:0030316)	1/25	0.215389054511379	1	0	0	4.14507772020725	6.36397649849269	TFRC
response to testosterone (GO:0033574)	1/25	0.215389054511379	1	0	0	4.14507772020725	6.36397649849269	NME1
post-Golgi vesicle-mediated transport (GO:0006892)	2/90	0.215659836161406	1	0	0	2.3028209556707	3.53264926939861	AP4M1;TXNDC5
regulation of glucose transport (GO:0010827)	2/90	0.215659836161406	1	0	0	2.3028209556707	3.53264926939861	NUP35;PTPN11
response to estrogen (GO:0043627)	3/166	0.216185716930483	1	0	0	1.87277607840689	2.8683765031101	KMT2D;DTYMK;CITED2
positive regulation of apoptotic signaling pathway (GO:2001235)	3/168	0.221223239005118	1	0	0	1.85048112509252	2.79160428582303	ING5;TFAP4;YWHAG
response to virus (GO:0009615)	4/250	0.222496970153746	1	0	0	1.6580310880829	2.49175841617425	ODC1;DDX21;POLR3H;CCT5
iron ion homeostasis (GO:0055072)	2/92	0.222749671514946	1	0	0	2.25275963054742	3.38298420210111	TFRC;SFXN4
positive regulation of ligase activity (GO:0051351)	2/92	0.222749671514946	1	0	0	2.25275963054742	3.38298420210111	ANAPC7;ANAPC10
intracellular protein transmembrane import (GO:0044743)	1/26	0.22297001541117	1	0	0	3.98565165404544	5.98133908570018	TIMM9
regulation of glycolytic process (GO:0006110)	1/26	0.22297001541117	1	0	0	3.98565165404544	5.98133908570018	OGT
telomere maintenance via recombination (GO:0000722)	1/26	0.22297001541117	1	0	0	3.98565165404544	5.98133908570018	POLD2
positive regulation of tissue remodeling (GO:0034105)	1/26	0.22297001541117	1	0	0	3.98565165404544	5.98133908570018	TFRC
positive regulation of epidermis development (GO:0045684)	1/26	0.22297001541117	1	0	0	3.98565165404544	5.98133908570018	NME2
organ or tissue specific immune response (GO:0002251)	1/26	0.22297001541117	1	0	0	3.98565165404544	5.98133908570018	RPL39
antibacterial humoral response (GO:0019731)	1/26	0.22297001541117	1	0	0	3.98565165404544	5.98133908570018	RPL39
intrinsic apoptotic signaling pathway (GO:0097193)	3/170	0.22628449017337	1	0	0	1.82871075891496	2.71739518183192	AEN;YWHAG;ATF4
acylglycerol metabolic process (GO:0006639)	2/93	0.226301662378088	1	0	0	2.22853640871358	3.31135189807916	FASN;PTPN11
hormone-mediated signaling pathway (GO:0009755)	2/93	0.226301662378088	1	0	0	2.22853640871358	3.31135189807916	KDM3A;PTPN11
neutral lipid metabolic process (GO:0006638)	2/94	0.229857811473374	1	0	0	2.20482857457833	3.24174704490239	FASN;PTPN11
positive regulation of nucleocytoplasmic transport (GO:0046824)	2/94	0.229857811473374	1	0	0	2.20482857457833	3.24174704490239	HSP90AB1;ANP32B
bone morphogenesis (GO:0060349)	1/27	0.230478104435481	1	0	0	3.83803492611783	5.63269780334117	CITED2
negative regulation of lipid transport (GO:0032369)	1/27	0.230478104435481	1	0	0	3.83803492611783	5.63269780334117	PTPN11
positive regulation of protein insertion into mitochondrial membrane involved in apoptotic signaling pathway (GO:1900740)	1/27	0.230478104435481	1	0	0	3.83803492611783	5.63269780334117	YWHAG
protein dealkylation (GO:0008214)	1/27	0.230478104435481	1	0	0	3.83803492611783	5.63269780334117	KDM3A
regulation of protein insertion into mitochondrial membrane involved in apoptotic signaling pathway (GO:1900739)	1/27	0.230478104435481	1	0	0	3.83803492611783	5.63269780334117	YWHAG
protein demethylation (GO:0006482)	1/27	0.230478104435481	1	0	0	3.83803492611783	5.63269780334117	KDM3A
cellular response to fatty acid (GO:0071398)	1/27	0.230478104435481	1	0	0	3.83803492611783	5.63269780334117	NME1
anion transmembrane transport (GO:0098656)	3/172	0.23136813104029	1	0	0	1.80744668032293	2.64564139551401	SLC38A1;SLC16A1;SLC7A1
nucleoside monophosphate metabolic process (GO:0009123)	6/427	0.231732868148722	1	0	0	1.45611629515477	2.12908956490935	DTYMK;PPAT;DHX15;DDX42;DDX21;INO80
regulation of cytokine-mediated signaling pathway (GO:0001959)	2/95	0.233417710216784	1	0	0	2.18161985274066	3.17409475376947	HSP90AB1;PTPN11
fear response (GO:0042596)	1/28	0.237914018437607	1	0	0	3.70096225018505	5.31401161233237	VDAC1
endoplasmic reticulum organization (GO:0007029)	1/28	0.237914018437607	1	0	0	3.70096225018505	5.31401161233237	ATL2
negative regulation of innate immune response (GO:0045824)	1/28	0.237914018437607	1	0	0	3.70096225018505	5.31401161233237	RPS19
response to fluid shear stress (GO:0034405)	1/28	0.237914018437607	1	0	0	3.70096225018505	5.31401161233237	CITED2
negative regulation of oxidative stress-induced cell death (GO:1903202)	1/28	0.237914018437607	1	0	0	3.70096225018505	5.31401161233237	ATF4
glycogen biosynthetic process (GO:0005978)	1/28	0.237914018437607	1	0	0	3.70096225018505	5.31401161233237	AGL
peripheral nervous system development (GO:0007422)	1/28	0.237914018437607	1	0	0	3.70096225018505	5.31401161233237	CITED2
negative regulation of gene expression, epigenetic (GO:0045814)	1/28	0.237914018437607	1	0	0	3.70096225018505	5.31401161233237	KMT2D
neutral amino acid transport (GO:0015804)	1/28	0.237914018437607	1	0	0	3.70096225018505	5.31401161233237	SLC38A1
glucan biosynthetic process (GO:0009250)	1/28	0.237914018437607	1	0	0	3.70096225018505	5.31401161233237	AGL
antimicrobial humoral response (GO:0019730)	1/28	0.237914018437607	1	0	0	3.70096225018505	5.31401161233237	RPL39
GTP metabolic process (GO:0046039)	4/258	0.238964282931541	1	0	0	1.60661927139816	2.29978098890557	ATL2;NME2;RAN;NME1
regulation of histone modification (GO:0031056)	2/97	0.240547159798044	1	0	0	2.13663800010683	3.04436540360711	KDM3A;OGT
nucleosome assembly (GO:0006334)	2/97	0.240547159798044	1	0	0	2.13663800010683	3.04436540360711	NPM1;ANP32B
negative regulation of protein phosphorylation (GO:0001933)	4/260	0.24312597105211	1	0	0	1.59426066161817	2.25456448078555	NPM1;SPRED1;TFAP4;YWHAG
tRNA processing (GO:0008033)	2/98	0.244115930265642	1	0	0	2.11483557153431	2.98215510729641	TRNT1;TSEN2
coenzyme biosynthetic process (GO:0009108)	2/98	0.244115930265642	1	0	0	2.11483557153431	2.98215510729641	MAT2A;FASN
regulation of myeloid leukocyte differentiation (GO:0002761)	2/98	0.244115930265642	1	0	0	2.11483557153431	2.98215510729641	OGT;NME1
negative regulation of response to oxidative stress (GO:1902883)	1/29	0.245278447613629	1	0	0	3.57334286224763	5.02183738758755	ATF4
cellular response to ketone (GO:1901655)	1/29	0.245278447613629	1	0	0	3.57334286224763	5.02183738758755	TFAP4
